year,period,date,sha_code,org_code,org_name,total_available,general_acute_available,learning_disabilities_available,maternity_available,mental_illness_available,total_occupied,general_acute_occupied,learning_disabilities_occupied,maternity_occupied,mental_illness_occupied
2010,December,12/1/10,Q38,RHU,PORTSMOUTH HOSPITALS NHS TRUST,1049,972,0,77,0,873,829,0,44,0
2010,December,12/1/10,Q38,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,675,620,0,56,0,575,524,0,51,0
2010,December,12/1/10,Q38,RN1,WINCHESTER AND EASTLEIGH HEALTHCARE NHS TRUST,387,343,0,44,0,327,306,0,21,0
2010,December,12/1/10,Q38,RN5,BASINGSTOKE AND NORTH HAMPSHIRE NHS FOUNDATION TRUST,458,406,4,48,0,349,329,1,19,0
2010,December,12/1/10,Q38,RNU,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,440,0,0,0,440,390,0,0,0,390
2010,December,12/1/10,Q38,RTH,OXFORD RADCLIFFE HOSPITALS NHS TRUST,1239,1239,0,0,0,1051,1051,0,0,0
2010,December,12/1/10,Q38,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,749,0,93,0,656,581,0,55,0,526
2010,December,12/1/10,Q38,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,261,0,16,0,245,192,0,14,0,178
2010,December,12/1/10,Q38,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,732,675,0,57,0,613,568,0,45,0
2010,December,12/1/10,Q39,5F1,PLYMOUTH TEACHING PCT,240,96,0,0,144,203,89,0,0,114
2010,December,12/1/10,Q39,5K3,SWINDON PCT,60,60,0,0,0,53,53,0,0,0
2010,December,12/1/10,Q39,5QH,GLOUCESTERSHIRE PCT,99,99,0,0,0,97,97,0,0,0
2010,December,12/1/10,Q39,5QK,WILTSHIRE PCT,137,83,0,54,0,107,78,0,29,0
2010,December,12/1/10,Q39,5QL,SOMERSET PCT,324,324,0,0,0,287,287,0,0,0
2010,December,12/1/10,Q39,5QM,DORSET PCT,240,137,0,0,103,184,104,0,0,80
2010,December,12/1/10,Q39,5QN,BOURNEMOUTH AND POOLE TEACHING PCT,50,50,0,0,0,46,46,0,0,0
2010,December,12/1/10,Q39,5QP,CORNWALL AND ISLES OF SCILLY PCT,187,187,0,0,0,170,170,0,0,0
2010,December,12/1/10,Q39,5QQ,DEVON PCT,95,58,0,0,36,68,53,0,0,15
2010,December,12/1/10,Q39,RA3,WESTON AREA HEALTH NHS TRUST,281,281,0,0,0,278,278,0,0,0
2010,December,12/1/10,Q39,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,383,358,0,25,0,300,287,0,14,0
2010,December,12/1/10,Q39,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,836,769,0,67,0,699,655,0,44,0
2010,December,12/1/10,Q39,RA9,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,540,512,0,28,0,348,345,0,4,0
2010,December,12/1/10,Q39,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,627,576,0,51,0,487,464,0,23,0
2010,December,12/1/10,Q39,RBB,ROYAL NATIONAL HOSPITAL FOR RHEUMATIC DISEASES NHS FOUNDATION TRUST,51,51,0,0,0,43,43,0,0,0
2010,December,12/1/10,Q39,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,381,348,0,33,0,324,309,0,15,0
2010,December,12/1/10,Q39,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,393,370,0,23,0,357,341,0,16,0
2010,December,12/1/10,Q39,RD1,ROYAL UNITED HOSPITAL BATH NHS TRUST,581,581,0,0,0,550,550,0,0,0
2010,December,12/1/10,Q39,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,574,535,0,39,0,479,444,0,35,0
2010,December,12/1/10,Q39,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,725,708,0,17,0,605,600,0,5,0
2010,December,12/1/10,Q39,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,776,732,0,44,0,592,569,0,23,0
2010,December,12/1/10,Q39,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,163,0,2,0,161,135,0,2,0,133
2010,December,12/1/10,Q39,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,762,728,0,34,0,624,597,0,27,0
2010,December,12/1/10,Q39,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,141,0,0,0,141,138,0,0,0,138
2010,December,12/1/10,Q39,RK9,PLYMOUTH HOSPITALS NHS TRUST,930,868,0,63,0,794,757,0,37,0
2010,December,12/1/10,Q39,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,527,490,0,37,0,482,462,0,20,0
2010,December,12/1/10,Q39,RNZ,SALISBURY NHS FOUNDATION TRUST,492,468,0,24,0,430,412,0,17,0
2010,December,12/1/10,Q39,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,1014,948,0,66,0,913,871,0,42,0
2010,December,12/1/10,Q39,RTQ,2GETHER NHS FOUNDATION TRUST,211,0,16,0,195,165,0,11,0,154
2010,December,12/1/10,Q39,RVJ,NORTH BRISTOL NHS TRUST,1166,1078,0,65,22,908,859,0,36,13
2010,December,12/1/10,Q39,RVN,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,678,0,12,0,666,528,0,7,0,520
2010,December,12/1/10,Q39,RWV,DEVON PARTNERSHIP NHS TRUST,281,0,9,0,272,238,0,5,0,232
2011,March,3/1/11,Q30,5KG,SOUTH TYNESIDE PCT,6,0,6,0,0,4,0,4,0,0
2011,March,3/1/11,Q30,5KL,SUNDERLAND TEACHING PCT,12,12,0,0,0,9,9,0,0,0
2011,March,3/1/11,Q30,5KM,MIDDLESBROUGH PCT,44,44,0,0,0,39,39,0,0,0
2011,March,3/1/11,Q30,5ND,COUNTY DURHAM PCT,70,70,0,0,0,64,64,0,0,0
2011,March,3/1/11,Q30,5QR,REDCAR AND CLEVELAND PCT,91,91,0,0,0,81,81,0,0,0
2011,March,3/1/11,Q30,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,431,398,0,33,0,374,363,0,11,0
2011,March,3/1/11,Q30,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,817,783,0,34,0,685,661,0,24,0
2011,March,3/1/11,Q30,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,567,498,0,21,48,474,431,0,10,33
2011,March,3/1/11,Q30,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1562,1486,0,76,0,1338,1287,0,50,0
2011,March,3/1/11,Q30,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1174,1033,0,66,75,982,901,0,27,54
2011,March,3/1/11,Q30,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1055,995,0,60,0,880,855,0,25,0
2011,March,3/1/11,Q30,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,676,622,0,54,0,542,518,0,24,0
2011,March,3/1/11,Q30,RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",845,0,168,0,677,787,0,147,0,640
2011,March,3/1/11,Q30,RX4,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",1201,55,250,0,896,1023,42,187,0,794
2011,March,3/1/11,Q30,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,984,907,0,77,0,825,782,0,43,0
2011,March,3/1/11,Q31,5JX,BURY PCT,12,12,0,0,0,11,11,0,0,0
2011,March,3/1/11,Q31,5NN,WESTERN CHESHIRE PCT,64,64,0,0,0,62,62,0,0,0
2011,March,3/1/11,Q31,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,802,774,0,28,0,657,639,0,18,0
2011,March,3/1/11,Q31,RBN,ST HELENS AND KNOWSLEY HOSPITALS NHS TRUST,723,685,0,38,0,641,606,0,35,0
2011,March,3/1/11,Q31,RBQ,LIVERPOOL HEART AND CHEST NHS FOUNDATION TRUST,147,147,0,0,0,124,124,0,0,0
2011,March,3/1/11,Q31,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,205,199,0,0,6,166,163,0,0,3
2011,March,3/1/11,Q31,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,580,552,0,28,0,492,475,0,16,0
2011,March,3/1/11,Q31,RBV,THE CHRISTIE NHS FOUNDATION TRUST,168,168,0,0,0,133,133,0,0,0
2011,March,3/1/11,Q31,REM,AINTREE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,725,725,0,0,0,702,702,0,0,0
2011,March,3/1/11,Q31,REN,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,74,74,0,0,0,57,57,0,0,0
2011,March,3/1/11,Q31,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,158,41,0,117,0,130,29,0,101,0
2011,March,3/1/11,Q31,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,138,138,0,0,0,125,125,0,0,0
2011,March,3/1/11,Q31,RJN,EAST CHESHIRE NHS TRUST,382,356,0,27,0,337,324,0,14,0
2011,March,3/1/11,Q31,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,567,499,0,68,0,458,432,0,25,0
2011,March,3/1/11,Q31,RJX,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,224,0,224,0,0,210,0,210,0,0
2011,March,3/1/11,Q31,RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,862,826,0,36,0,762,734,0,28,0
2011,March,3/1/11,Q31,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,716,648,0,68,0,637,595,0,42,0
2011,March,3/1/11,Q31,RM4,TRAFFORD HEALTHCARE NHS TRUST,225,225,0,0,0,211,211,0,0,0
2011,March,3/1/11,Q31,RMC,ROYAL BOLTON HOSPITAL NHS FOUNDATION TRUST,668,584,0,83,0,586,523,0,63,0
2011,March,3/1/11,Q31,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,498,450,0,47,0,452,431,0,21,0
2011,March,3/1/11,Q31,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,602,564,0,38,0,515,494,0,21,0
2011,March,3/1/11,Q31,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,865,865,0,0,0,753,753,0,0,0
2011,March,3/1/11,Q31,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",550,520,0,30,0,463,442,0,21,0
2011,March,3/1/11,Q31,RT2,PENNINE CARE NHS FOUNDATION TRUST,542,0,0,0,542,459,0,0,0,459
2011,March,3/1/11,Q31,RTV,5 BOROUGHS PARTNERSHIP NHS FOUNDATION TRUST,336,0,35,0,301,286,0,21,0,265
2011,March,3/1/11,Q31,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,800,745,0,55,0,703,670,0,32,0
2011,March,3/1/11,Q31,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,498,456,0,42,0,423,399,0,23,0
2011,March,3/1/11,Q31,RW3,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1052,943,0,99,10,880,812,0,58,10
2011,March,3/1/11,Q31,RW4,MERSEY CARE NHS TRUST,415,0,15,0,400,358,0,11,0,347
2011,March,3/1/11,Q31,RW5,LANCASHIRE CARE NHS FOUNDATION TRUST,695,0,0,0,695,559,0,0,0,559
2011,March,3/1/11,Q31,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1737,1580,0,157,0,1373,1291,0,83,0
2011,March,3/1/11,Q31,RWJ,STOCKPORT NHS FOUNDATION TRUST,774,732,0,42,0,651,631,0,21,0
2011,March,3/1/11,Q31,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,638,612,0,26,0,553,534,0,18,0
2011,March,3/1/11,Q31,RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,359,0,68,0,291,292,0,48,0,244
2011,March,3/1/11,Q31,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,777,744,0,33,0,730,707,0,23,0
2011,March,3/1/11,Q31,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,1022,958,0,64,0,924,875,0,49,0
2011,March,3/1/11,Q31,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,869,799,0,70,0,715,680,0,36,0
2011,March,3/1/11,Q31,RXV,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,615,0,0,0,615,566,0,0,0,566
2011,March,3/1/11,Q31,TAE,MANCHESTER MENTAL HEALTH AND SOCIAL CARE TRUST,252,0,0,0,252,235,0,0,0,235
2011,March,3/1/11,Q32,5H8,ROTHERHAM PCT,12,4,8,0,0,7,2,5,0,0
2011,March,3/1/11,Q32,5JE,BARNSLEY PCT,149,88,0,0,61,124,76,0,0,49
2011,March,3/1/11,Q32,5N1,LEEDS PCT,45,37,0,0,8,36,29,0,0,7
2011,March,3/1/11,Q32,5N4,SHEFFIELD PCT,31,31,0,0,0,29,29,0,0,0
2011,March,3/1/11,Q32,5N5,DONCASTER PCT,50,50,0,0,0,38,38,0,0,0
2011,March,3/1/11,Q32,5NV,NORTH YORKSHIRE AND YORK PCT,470,178,14,0,278,394,155,6,0,233
2011,March,3/1/11,Q32,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,743,689,0,54,0,578,544,0,34,0
2011,March,3/1/11,Q32,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,700,657,0,43,0,616,594,0,22,0
2011,March,3/1/11,Q32,RCC,SCARBOROUGH AND NORTH EAST YORKSHIRE HEALTH CARE NHS TRUST,351,337,0,14,0,311,302,0,9,0
2011,March,3/1/11,Q32,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,324,291,0,33,0,278,264,0,14,0
2011,March,3/1/11,Q32,RCF,AIREDALE NHS FOUNDATION TRUST,383,346,0,37,0,321,293,0,28,0
2011,March,3/1/11,Q32,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,147,131,0,0,16,113,102,0,0,11
2011,March,3/1/11,Q32,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,494,437,0,56,0,433,397,0,35,0
2011,March,3/1/11,Q32,RGD,LEEDS PARTNERSHIPS NHS FOUNDATION TRUST,378,0,29,0,348,328,0,20,0,308
2011,March,3/1/11,Q32,RJL,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,842,771,0,71,0,663,649,0,14,0
2011,March,3/1/11,Q32,RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,1056,971,0,85,0,887,846,0,41,0
2011,March,3/1/11,Q32,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2176,2039,0,138,0,1905,1839,0,66,0
2011,March,3/1/11,Q32,RV9,HUMBER NHS FOUNDATION TRUST,237,0,16,0,221,191,0,11,0,181
2011,March,3/1/11,Q32,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1298,1206,0,92,0,1118,1106,0,12,0
2011,March,3/1/11,Q32,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,800,748,0,52,0,673,639,0,33,0
2011,March,3/1/11,Q32,RXE,"ROTHERHAM, DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST",244,0,32,0,212,211,0,25,0,187
2011,March,3/1/11,Q32,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,1126,1076,0,50,0,964,933,0,31,0
2011,March,3/1/11,Q32,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,444,0,26,0,418,383,0,19,0,364
2011,March,3/1/11,Q32,TAD,BRADFORD DISTRICT CARE TRUST,209,0,7,0,202,205,0,5,0,201
2011,March,3/1/11,Q32,TAN,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,42,0,0,0,42,39,0,0,0,39
2011,March,3/1/11,Q33,5N6,DERBYSHIRE COUNTY PCT,465,361,32,0,72,380,293,28,0,60
2011,March,3/1/11,Q33,5N8,NOTTINGHAMSHIRE COUNTY TEACHING PCT,181,181,0,0,0,162,162,0,0,0
2011,March,3/1/11,Q33,5N9,LINCOLNSHIRE TEACHING PCT,59,59,0,0,0,54,54,0,0,0
2011,March,3/1/11,Q33,5PA,LEICESTERSHIRE COUNTY AND RUTLAND PCT,314,296,0,0,18,297,287,0,0,10
2011,March,3/1/11,Q33,5PD,NORTHAMPTONSHIRE TEACHING PCT,132,132,0,0,0,132,132,0,0,0
2011,March,3/1/11,Q33,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,612,576,0,35,0,564,544,0,20,0
2011,March,3/1/11,Q33,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,1111,0,88,0,1023,960,0,70,0,890
2011,March,3/1/11,Q33,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,673,624,0,49,0,614,573,0,41,0
2011,March,3/1/11,Q33,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,574,518,0,56,0,514,482,0,32,0
2011,March,3/1/11,Q33,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,656,592,4,59,0,579,542,3,35,0
2011,March,3/1/11,Q33,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,264,0,23,0,241,219,0,15,0,204
2011,March,3/1/11,Q33,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,255,0,16,0,239,241,0,11,0,230
2011,March,3/1/11,Q33,RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,463,0,36,0,427,413,0,31,0,382
2011,March,3/1/11,Q33,RTG,DERBY HOSPITALS NHS FOUNDATION TRUST,1007,945,0,62,0,867,821,0,46,0
2011,March,3/1/11,Q33,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1288,1178,0,110,0,1132,1073,0,59,0
2011,March,3/1/11,Q33,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1753,1626,0,127,0,1508,1427,0,82,0
2011,March,3/1/11,Q33,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1611,1492,0,119,0,1429,1352,0,77,0
2011,March,3/1/11,Q33,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,291,0,0,0,291,278,0,0,0,278
2011,March,3/1/11,Q34,5CN,HEREFORDSHIRE PCT,73,0,7,0,66,57,0,5,0,52
2011,March,3/1/11,Q34,5M2,SHROPSHIRE COUNTY PCT,117,117,0,0,0,107,107,0,0,0
2011,March,3/1/11,Q34,5M3,WALSALL TEACHING PCT,18,0,18,0,0,15,0,15,0,0
2011,March,3/1/11,Q34,5MV,WOLVERHAMPTON CITY PCT,163,92,5,0,66,152,89,3,0,60
2011,March,3/1/11,Q34,5PG,BIRMINGHAM EAST AND NORTH PCT,14,14,0,0,0,12,12,0,0,0
2011,March,3/1/11,Q34,5PH,NORTH STAFFORDSHIRE PCT,150,150,0,0,0,142,142,0,0,0
2011,March,3/1/11,Q34,5PJ,STOKE ON TRENT PCT,174,174,0,0,0,157,157,0,0,0
2011,March,3/1/11,Q34,5PK,SOUTH STAFFORDSHIRE PCT,6,0,0,6,0,2,0,0,2,0
2011,March,3/1/11,Q34,5PL,WORCESTERSHIRE PCT,85,85,0,0,0,80,80,0,0,0
2011,March,3/1/11,Q34,5PM,WARWICKSHIRE PCT,112,112,0,0,0,92,92,0,0,0
2011,March,3/1/11,Q34,RBK,WALSALL HEALTHCARE NHS TRUST,511,478,0,32,0,476,452,0,24,0
2011,March,3/1/11,Q34,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,486,446,0,40,0,446,412,0,34,0
2011,March,3/1/11,Q34,RJD,MID STAFFORDSHIRE NHS FOUNDATION TRUST,445,410,0,35,0,365,352,0,12,0
2011,March,3/1/11,Q34,RJE,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,1038,980,0,58,0,990,945,0,45,0
2011,March,3/1/11,Q34,RJF,BURTON HOSPITALS NHS FOUNDATION TRUST,406,362,0,44,0,349,323,0,26,0
2011,March,3/1/11,Q34,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1161,1071,0,89,0,1044,1020,0,23,0
2011,March,3/1/11,Q34,RL1,ROBERT JONES AND AGNES HUNT ORTHOPAEDIC AND DISTRICT HOSPITAL NHS TRUST,207,207,0,0,0,135,135,0,0,0
2011,March,3/1/11,Q34,RL4,THE ROYAL WOLVERHAMPTON HOSPITALS NHS TRUST,703,658,0,45,0,623,589,0,34,0
2011,March,3/1/11,Q34,RLQ,WYE VALLEY NHS TRUST,261,240,0,21,0,236,221,0,15,0
2011,March,3/1/11,Q34,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,357,341,0,16,0,314,300,0,14,0
2011,March,3/1/11,Q34,RLU,BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST,140,31,0,108,0,100,15,0,84,0
2011,March,3/1/11,Q34,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,258,0,55,0,204,217,0,47,0,170
2011,March,3/1/11,Q34,RNA,THE DUDLEY GROUP OF HOSPITALS NHS FOUNDATION TRUST,856,807,0,49,0,595,562,0,33,0
2011,March,3/1/11,Q34,RQ3,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,227,183,0,0,44,214,177,0,0,37
2011,March,3/1/11,Q34,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,1571,1468,0,103,0,1388,1314,0,74,0
2011,March,3/1/11,Q34,RRE,SOUTH STAFFORDSHIRE AND SHROPSHIRE HEALTHCARE NHS FOUNDATION TRUST,463,0,40,0,423,337,0,17,0,320
2011,March,3/1/11,Q34,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,129,129,0,0,0,101,101,0,0,0
2011,March,3/1/11,Q34,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,979,979,0,0,0,928,928,0,0,0
2011,March,3/1/11,Q34,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,883,776,0,107,0,709,648,0,61,0
2011,March,3/1/11,Q34,RWQ,WORCESTERSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,204,0,17,0,187,169,0,15,0,154
2011,March,3/1/11,Q34,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,967,932,0,36,0,876,867,0,9,0
2011,March,3/1/11,Q34,RXT,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,721,0,0,0,721,622,0,0,0,622
2011,March,3/1/11,Q34,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,817,748,0,69,0,790,745,0,45,0
2011,March,3/1/11,Q34,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,439,0,141,0,298,375,0,101,0,273
2011,March,3/1/11,Q34,RYK,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,204,0,0,0,204,145,0,0,0,145
2011,March,3/1/11,Q34,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST,333,318,15,0,0,301,286,15,0,0
2011,March,3/1/11,Q34,TAJ,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,161,0,31,0,130,122,0,28,0,95
2011,March,3/1/11,Q34,TAM,SOLIHULL CARE TRUST,29,0,29,0,0,17,0,17,0,0
2011,March,3/1/11,Q35,5P2,BEDFORDSHIRE PCT,45,45,0,0,0,40,40,0,0,0
2011,March,3/1/11,Q35,5PT,SUFFOLK PCT,14,14,0,0,0,12,12,0,0,0
2011,March,3/1/11,Q35,5PV,WEST ESSEX PCT,85,85,0,0,0,84,84,0,0,0
2011,March,3/1/11,Q35,5PW,NORTH EAST ESSEX PCT,105,105,0,0,0,94,94,0,0,0
2011,March,3/1/11,Q35,5PX,MID ESSEX PCT,40,40,0,0,0,34,34,0,0,0
2011,March,3/1/11,Q35,5PY,SOUTH WEST ESSEX PCT,93,93,0,0,0,81,81,0,0,0
2011,March,3/1/11,Q35,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,672,629,0,43,0,604,573,0,31,0
2011,March,3/1/11,Q35,RC1,BEDFORD HOSPITAL NHS TRUST,424,400,0,24,0,331,313,0,17,0
2011,March,3/1/11,Q35,RC9,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,610,557,0,53,0,535,499,0,36,0
2011,March,3/1/11,Q35,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN. NHS FOUNDATION TRUST",445,424,0,21,0,424,407,0,17,0
2011,March,3/1/11,Q35,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,638,606,0,32,0,610,582,0,28,0
2011,March,3/1/11,Q35,RDE,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,674,626,0,48,0,580,557,0,23,0
2011,March,3/1/11,Q35,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,191,191,0,0,0,159,159,0,0,0
2011,March,3/1/11,Q35,RGN,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,594,526,0,68,0,490,461,0,30,0
2011,March,3/1/11,Q35,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,430,391,0,39,0,366,351,0,15,0
2011,March,3/1/11,Q35,RGQ,IPSWICH HOSPITAL NHS TRUST,635,591,0,44,0,552,530,0,22,0
2011,March,3/1/11,Q35,RGR,WEST SUFFOLK HOSPITALS NHS TRUST,581,530,0,51,0,367,353,0,14,0
2011,March,3/1/11,Q35,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,972,930,0,42,0,866,839,0,26,0
2011,March,3/1/11,Q35,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,932,896,0,36,0,864,841,0,23,0
2011,March,3/1/11,Q35,RMY,NORFOLK AND WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,396,0,0,0,396,317,0,0,0,317
2011,March,3/1/11,Q35,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,547,509,0,38,0,487,464,0,23,0
2011,March,3/1/11,Q35,RQQ,HINCHINGBROOKE HEALTH CARE NHS TRUST,296,258,0,38,0,238,223,0,14,0
2011,March,3/1/11,Q35,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,466,429,0,37,0,417,391,0,27,0
2011,March,3/1/11,Q35,RRD,NORTH ESSEX PARTNERSHIP NHS FOUNDATION TRUST,394,0,0,0,394,346,0,0,0,346
2011,March,3/1/11,Q35,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,350,0,16,0,334,326,0,9,0,317
2011,March,3/1/11,Q35,RT6,SUFFOLK MENTAL HEALTH PARTNERSHIP NHS TRUST,161,0,19,0,142,144,0,13,0,130
2011,March,3/1/11,Q35,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,655,595,0,59,0,513,498,0,15,0
2011,March,3/1/11,Q35,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,853,785,0,68,0,710,672,0,37,0
